candidat,exergue,thematique_1,thematique_2,position,detail,signes,nom_source,lien_source,date_source,theme_1,theme_2
Jean Lassalle,"",Supérieur et recherche,Santé,Développer la recherche sur les transformations de l’humanité,Le candidat cherche à comprendre « comment l’homme se transforme lui-même ».,pos.: 61 | détail:76,Programme,https://jl2022.fr/#projet,"",Education,Société
Jean Lassalle,"",Supérieur et recherche,Santé,Réorienter la recherche pharmaceutique vers les enjeux de santé les plus urgents,Jean Lassalle propose d’« orienter les chercheurs vers les enjeux de santé les plus urgents et non plus vers les marchés les plus lucratifs ».,pos.: 80 | détail:142,Programme,https://jl2022.fr/#projet,"",Education,Société
Jean Lassalle,Statut des aidants familiaux,Handicap,"",Revaloriser le statut et le salaire des aidants,"Jean Lassalle entend revaloriser le statut et le salaire des aidants qui s'occupent de personnes en situation de handicap, sans toutefois donner plus de précisions.",pos.: 47 | détail:166,Programme,https://jl2022.fr/#projet,"",Société,""
Jean Lassalle,Grand âge et Ehpad,Retraites,"",Reconnaître aux retraités un statut de troisième partenaire social officiel,"Jean Lassalle veut donner aux retraités l'accès au Conseil économique, social et environnemental, au Conseil d’orientation des retraites, au Comité de suivi des retraites, et à toutes les caisses qui les concernent sans exception, y compris la future Caisse nationale de retraite universelle.",pos.: 75 | détail:294,Programme,https://jl2022.fr/#projet,"",Social,""
Jean Lassalle,Inclusion des personnes handicapées,Handicap,"",Renforcer les réseaux d'accompagnement et généraliser le dépistage du handicap,"Le candidat veut définir une politique des handicaps, y compris non visibles et généraliser le repérage des troubles, dès l'entrée en maternelle. Il a pour ambition de former et revaloriser les aidants, et de renforcer les réseaux d'accompagnement (Rased, classes ULIS, IME).",pos.: 78 | détail:279,Programme,https://jl2022.fr/#projet,"",Société,""
Fabien Roussel,Montant des retraites,Retraites,Pouvoir d'achat,Fixer la pension minimum à 1 200 euros net,"Concernant les pensions, M. Roussel souhaite fixer le montant minimum à 1 200 euros net et rétablir la demi-part des veuves et des veufs.",pos.: 42 | détail:137,Programme,https://www.fabienroussel2022.fr/1_un_mouvement_d_augmentation_g_n_rale_des_salaires_des_minima_sociaux_et_des_pensions_sera_engag,14/02/2022,Social,Social
Fabien Roussel,Montant des salaires,Fonction publique,Pouvoir d'achat,Augmenter de 30 les salaires de la fonction publique,"Le candidat communiste veut augmenter tous les salaires de la fonction publique de 30 , sans formuler de proposition spécifique pour le secteur privé.",pos.: 54 | détail:151,Programme,https://www.fabienroussel2022.fr/1_un_mouvement_d_augmentation_g_n_rale_des_salaires_des_minima_sociaux_et_des_pensions_sera_engag,14/02/2022,Economie,Social
Fabien Roussel,Promotion de la culture,Vie culturelle et associative,"","Créer un grand ministère de la culture, de l’éducation populaire et des médias","Fabien Roussel prône la création d’« un grand ministère de la culture, de l’éducation populaire et des médias ». Celui-ci « se verra consacrer 1 du PIB [produit intérieur brut] », annonce le candidat.",pos.: 78 | détail:202,Programme,https://www.fabienroussel2022.fr/111_un_grand_minist_re_de_la_culture_de_l_ducation_populaire_et_des_m_dias_sera_cr,14/02/2022,Culture,""
Fabien Roussel,Lutte contre la fraude fiscale,Fiscalité,Economie européenne,Imposer les banques et les multinationales à au moins 25 ,"Pour « assécher les paradis fiscaux », le communiste vise à instaurer « un serpent fiscal européen » assurant un taux minimum d'imposition des banques et des multinationales à 25 . Sans plus de détails, il assure vouloir recruter massivement des fonctionnaires dans l’administration pour lutter contre la fraude fiscale.",pos.: 58 | détail:321,Programme,https://www.fabienroussel2022.fr/129_-_la_lutte_contre_la_fraude_fiscale_sera_rendue_effective,14/02/2022,Economie,Europe
Fabien Roussel,Contrôle des frontières de l'Europe,Institutions européennes,Asile et immigration,Dénoncer les accord de Dublin et du Touquet,"Le candidat communiste promet de dénoncer les accords du Touquet et de Dublin, et d’exiger la redéfinition des missions de Frontex.",pos.: 43 | détail:131,Programme,https://www.fabienroussel2022.fr/162_des_voies_l_gales_et_s_curis_es_devront_tre_ouvertes_pour_les_migrant_e_s_en_respect_du_droit_international,14/02/2022,Europe,Société
Fabien Roussel,Engagement militaire à l'étranger,Défense,Diplomatie,Quitter l’OTAN et fermer les bases militaires à l’étranger,Fabien Roussel ambitionne de quitter l’OTAN et de demander sa dissolution. Il mettra également fin aux opérations militaires extérieures et fermera les bases de l’armée française hors du pays.,pos.: 58 | détail:192,Programme,https://www.fabienroussel2022.fr/167_la_france_quittera_l_organisation_du_trait_de_l_atlantique_nord_otan_et_demandera_sa_dissolution,14/02/2022,Sécurité,International
Fabien Roussel,Traités de libre-échange,Commerce international,Economie européenne,Dénoncer les traités de libre-échange,"Le candidat communiste compte agir en faveur de nouveaux traités visant au « développement humain, social et écologique, dans le cadre d’une institution remplaçant l’Organisation mondiale du commerce ». M. Roussel veut taxer « lourdement » les importations de produits alimentaires provenant de pays qui ne respectent pas les mêmes normes sanitaires et environnementales que celles imposées aux producteurs français.",pos.: 37 | détail:416,Programme,https://www.fabienroussel2022.fr/171_notre_pays_d_noncera_les_trait_s_de_libre_change,14/02/2022,International,Europe
Fabien Roussel,Légalisation du cannabis,Santé,"",Décider d’une éventuelle légalisation après débat démocratique,"Le candidat communiste ne tranche pas sur la question du cannabis, car les « enjeux que soulève la dépénalisation du cannabis, et la diversité des opinions en présence, nécessiteront un débat démocratique, rigoureux et éclairé par le travail des professionnels, en concertation avec les communes ».",pos.: 62 | détail:298,Programme,https://www.fabienroussel2022.fr/18_une_nouvelle_politique_sera_mise_en_uvre_concernant_l_usage_des_drogues,14/02/2022,Société,""
Fabien Roussel,Moyens alloués à l'éducation,Services publics,Ecole et petite enfance,Augmenter de 45 le budget de l’éducation nationale,Le candidat souhaite un « accroissement du budget de l’éducation nationale de 45 » (25 milliards d’euros supplémentaires) et de « l’enseignement supérieur de 43 » (6 milliards d’euros supplémentaires) et propose de recruter 90 000 enseignants.,pos.: 52 | détail:247,Programme,https://www.fabienroussel2022.fr/19_des_moyens_seront_d_gag_s_pour_l_augmentation_du_temps_scolaire,14/02/2022,Social,Education
Fabien Roussel,Passoires thermiques,Lutte contre le réchauffement climatique,Logement,Légiférer pour obliger à la rénovation énergétique d’ici à 2040,"M. Roussel demande une loi pour obliger à la « rénovation énergétique des logements d’ici à 2040 » et à la « rénovation globale des passoires thermiques d’ici à 2030, sans reste à charge pour les plus modestes, en y consacrant 10 milliards d’euros par an ».",pos.: 63 | détail:257,Programme,https://www.fabienroussel2022.fr/53_une_loi_de_programmation_sera_soumise_au_parlement_en_faveur_de_la_r_novation_des_logements_et_des_b_timents,14/02/2022,Environnement,Social
Fabien Roussel,Service public de l'eau,Développement durable,"",Investir dans la construction d’un véritable service public de l’eau,"Le candidat communiste prône « la construction d’un véritable service public de l’eau ». « Celui-ci permettra de garantir le même tarif à chaque habitant. Il accompagnera les communes dans le renouvellement de leurs réseaux », précise M. Roussel dans son programme.",pos.: 68 | détail:265,Programme,https://www.fabienroussel2022.fr/54_l_tat_investira_massivement_dans_la_construction_d_un_v_ritable_service_public_de_l_eau,14/02/2022,Environnement,""
Fabien Roussel,Agriculture,Agriculture et agroalimentaire,"",Mettre en place une loi d’orientation et de programmation agricole,"Le candidat communiste souhaite une loi d’orientation et de programmation agricole qui « aura pour objectif de garantir des prix rémunérateurs du travail paysan ». « Les fonds de la dotation d’installation de jeunes exploitants seront doublés », précise M. Roussel. La conférence annuelle réunira les organisations professionnelles, le gouvernement et les centrales d’achat. Aussi, celle-ci « visera à créer les conditions d’un processus de transition agroécologique garantissant une alimentation de qualité, valorisera l’agroforesterie ». Le candidat compte enfin « porter toutes les retraites agricoles au niveau du régime commun ».",pos.: 66 | détail:634,Programme,https://www.fabienroussel2022.fr/62_une_loi_d_orientation_et_de_programmation_agricole_sera_soumise_la_repr_sentation_nationale,14/02/2022,Economie,""
Fabien Roussel,"",Mer,"",Lancer une conférence « pour l’économie et l’écologie bleue »,"M. Roussel compte soutenir « les pêches artisanales », mieux rémunérer les marins-pêcheurs, ainsi que renforcer la filière de la construction navale « grâce à un plan de construction de nouveaux bateaux écologiques et à la création d’une filière de déconstruction des milliers de bateaux mis au rebut ».",pos.: 61 | détail:303,Programme,https://www.fabienroussel2022.fr/65_une_conf_rence_pour_l_conomie_et_l_cologie_bleue_sera_organis_e_impliquant_tous_les_acteurs_et_actrices_concern_s,14/02/2022,Economie,""
Fabien Roussel,Protection de la biodiversité,Mer,"",Soutenir le moratoire de l’UICN sur l’exploitation des fonds marins,"Lors du dernier congrès de l’Union internationale pour la conservation de la nature (UICN), à Marseille, la France s’était abstenue en faveur du moratoire sur l’exploitation et l’exploration minière des fonds marins. Le candidat communiste promet que la France soutiendra ce moratoire si son candidat arrive à l’Elysée. « La France proposera aux pays concernés de signer ensemble un traité international visant à protéger les fonds marins de toute exploitation qui nuirait à l’environnement et à la biodiversité », précise encore le candidat.",pos.: 67 | détail:542,Programme,https://www.fabienroussel2022.fr/68_un_trait_mondial_sera_propos_pour_prot_ger_les_oc_ans,14/02/2022,Economie,""
Fabien Roussel,"",Développement durable,"",Lutter contre la déforestation importée,"Fabien Roussel tient à ce que la France s’engage à ne plus importer de produits responsables de la déforestation tropicale. « Sont, entre autres, concernés la viande, le soja, l’huile de palme, le cacao », peut-on lire dans le programme du communiste.",pos.: 39 | détail:251,Programme,https://www.fabienroussel2022.fr/70_une_politique_de_lutte_contre_la_d_forestation_import_e_par_la_production_de_biens_agricoles_sera_mise_en_place,14/02/2022,Environnement,""
Fabien Roussel,Bien-être animal,Condition animale,Agriculture et agroalimentaire,Empêcher le développement des élevages industriels,"Le candidat communiste compte mettre un terme à des structures « comme l’ex-ferme des mille vaches », ainsi « qu’aux conditions indignes de transport et d’abattage des animaux ».",pos.: 50 | détail:178,Programme,https://www.fabienroussel2022.fr/73_des_mesures_de_limitation_et_de_contr_le_seront_adopt_es_pour_emp_cher_le_d_veloppement_des_installations_industrielles_d_levage,14/02/2022,Environnement,Economie
Fabien Roussel,Violences faites aux femmes,Egalité femmes-hommes,Institutions,Créer un ministère des droits des femmes,"M. Roussel ambitionne de créer un ministère des droits de femmes, doté d’un milliard d’euros par an affecté à la lutte contre les violences sexuelles et sexistes. « Une loi-cadre sera déposée au Parlement pour combattre les violences conjugales et intrafamiliales », précise le candidat.",pos.: 40 | détail:287,Programme,https://www.fabienroussel2022.fr/75_il_sera_cr_un_minist_re_des_droits_des_femmes_de_plein_droit,14/02/2022,Société,Politique
Fabien Roussel,Egalité salariale hommes-femmes,Salaires,Egalité femmes-hommes,Parvenir en un an à l’égalité salariale,"Fabien Roussel annonce que la « fonction publique disposera de six mois pour parvenir à l’égalité salariale entre les hommes et les femmes, et les entreprises privées d’un an ». A défaut, un administrateur judiciaire s’en chargera, prévient le candidat. « Il sera mis un terme aux temps partiels, et les retraites seront augmentées », annonce encore le candidat communiste.",pos.: 39 | détail:373,Programme,https://www.fabienroussel2022.fr/76_l_galit_salariale_sera_effective_dans_les_six_premiers_mois_de_la_mandature_dans_la_fonction_publique,14/02/2022,Economie,Société
Fabien Roussel,Interruption volontaire de grossesse,Egalité femmes-hommes,"",Inscrire dans la Constitution le droit à l’interruption volontaire de grossesse,"Le candidat communiste veut inscrire le droit à l’interruption volontaire de grossesse dans la Constitution, ainsi que garantir « l’accès libre et gratuit à la contraception, sous toutes ses formes et sur tout le territoire ». « Sur le délai de recours à l’IVG, la France s’alignera avec les pays européens les plus progressistes, en vertu de la clause de l’Européenne la plus favorisée », peut-on également lire dans le programme de Fabien Roussel.",pos.: 79 | détail:449,Programme,https://www.fabienroussel2022.fr/77_le_droit_l_ivg_sera_inscrit_dans_la_constitution_comme_droit_fondamental_avec_moyens_associ_s,14/02/2022,Société,""
Fabien Roussel,"",Egalité femmes-hommes,"",Rendre gratuites les protections hygiéniques,Fabien Roussel promet qu’il rendra gratuit l’accès des protections hygiéniques et que « des distributeurs de protections hygiéniques seront installés dans les lieux publics ».,pos.: 44 | détail:175,Programme,https://www.fabienroussel2022.fr/79_la_gratuit_des_protections_hygi_niques_parce_qu_il_s_agit_de_produits_de_premi_re_n_cessit_sera_assur_e_comme_la_lutte_contre_la_pr_carit_menstruelle,14/02/2022,Société,""
Fabien Roussel,Age de la retraite,Protection sociale,"",Rétablir la retraite à 60 ans à taux plein,"Le candidat communiste veut rétablir la retraite à 60 ans (au lieu de 62 ans). Une pension à taux plein sera garantie pour une carrière complète, allant de 18 ans à 60 ans, avec prise en charge des cotisations pour les périodes de non-travail (chômage, formation, études, congé parental, maladie, invalidité).",pos.: 42 | détail:309,Programme,https://www.fabienroussel2022.fr/8_une_loi_r_tablira_la_retraite_60_ans_taux_plein,14/02/2022,Social,""
Fabien Roussel,Politique familiale,Egalité femmes-hommes,"",Harmoniser les congés parentaux,"Le communiste promet de garantir un congé parental pour les deux parents, « s’alignant sur la durée actuelle du congé maternité ». Aussi, « les maternités de proximité seront rouvertes, et un plan de lutte contre les violences gynécologiques et obstétricales sera adopté », écrit le candidat dans son programme.",pos.: 31 | détail:311,Programme,https://www.fabienroussel2022.fr/80_des_moyens_seront_d_gag_s_pour_le_service_public_hospitalier_afin_que_soit_tendue_tout_le_territoire_l_aide_la_parentalit_dans_le_retour_la_maison_apr_s_l_accouchement,14/02/2022,Société,""
Fabien Roussel,"",Egalité femmes-hommes,"",Associer une peine d’inéligibilité aux délits sexuels,"Le communiste promet de garantir un congé parental pour les deux parents, « s’alignant sur la durée actuelle du congé maternité ». Aussi, « les maternités de proximité seront rouvertes, et un plan de lutte contre les violences gynécologiques et obstétricales sera adopté », écrit le candidat dans son programme.",pos.: 53 | détail:311,Programme,https://www.fabienroussel2022.fr/85_une_peine_d_in_ligibilit_devra_tre_requise_par_les_parquets_contre_les_lu_e_s_convaincu_e_s_de_violences_sexistes_et_ou_sexuelles,14/02/2022,Société,""
Fabien Roussel,Exemplarité des élus,Institutions,"",Garantir la vertu des élus,"Le candidat communiste promeut l’impossibilité de se présenter au suffrage universel et d’exercer un mandat public si un élu ou une élue « a bafoué les principes inscrits dans la Constitution et dans la loi », notamment par incitation à la haine raciale ou malversation financière.",pos.: 26 | détail:281,Programme,https://www.fabienroussel2022.fr/85_une_peine_d_in_ligibilit_devra_tre_requise_par_les_parquets_contre_les_lu_e_s_convaincu_e_s_de_violences_sexistes_et_ou_sexuelles,14/02/2022,Politique,""
Fabien Roussel,Fonctionnement de la police,Police et gendarmerie,"",Instaurer le récépissé de contrôle d’identité,"Fabien Roussel souhaite combattre les contrôles au faciès, notamment « grâce à la mise en place du récépissé justifiant qu’une personne a déjà été contrôlée ».",pos.: 45 | détail:159,Programme,https://www.fabienroussel2022.fr/88_les_violences_et_les_abus_caract_re_raciste_dans_la_police_ne_seront_plus_tol_r_s,14/02/2022,Sécurité,""
Fabien Roussel,Mineurs étrangers non accompagnés,Asile et immigration,"",Interdire les tests osseux,M. Roussel souhaite interdire les tests osseux pour les mineurs non accompagnés et les protéger « dans le respect de la Convention internationale des droits de l’enfant ».,pos.: 26 | détail:171,Programme,https://www.fabienroussel2022.fr/89_une_politique_d_humanit_sera_mise_en_uvre_pour_accueillir_les_populations_migrantes,14/02/2022,Société,""
Fabien Roussel,Conditions d'accès à la nationalité française,Asile et immigration,"",Régulariser les travailleurs sans papiers,"Le candidat communiste ambitionne de régulariser les travailleurs sans papiers, « car l’égalité de statut est une arme contre le travail clandestin et la mise en concurrence des salariés ».",pos.: 41 | détail:189,Programme,https://www.fabienroussel2022.fr/89_une_politique_d_humanit_sera_mise_en_uvre_pour_accueillir_les_populations_migrantes,14/02/2022,Société,""
Fabien Roussel,Droit d'asile,Asile et immigration,"",Garantir l’asile pour les réfugiés,Le candidat communiste veut garantir l’asile aux réfugiés.,pos.: 34 | détail:58,Programme,https://www.fabienroussel2022.fr/89_une_politique_d_humanit_sera_mise_en_uvre_pour_accueillir_les_populations_migrantes,14/02/2022,Société,""
Fabien Roussel,Durée légale de travail,Droit du travail,"",Abaisser la durée légale du travail hebdomadaire à 32 heures,M. Roussel souhaite baisser la durée légale du travail hebdomadaire à 32 heures.,pos.: 60 | détail:80,Programme,https://www.fabienroussel2022.fr/9_la_semaine_de_travail_passera_32_heures_sans_diminution_de_salaires,14/02/2022,Social,""
Fabien Roussel,"",Discriminations,"",Permettre le changement d’état civil librement et gratuitement,"Le candidat communiste veut permettre que le changement d’état civil soit libre et gratuit, que les formulaires administratifs soient inclusifs, et que l’égalité d’accès aux démarches administratives soit rendue effective. ",pos.: 62 | détail:223,Programme,https://www.fabienroussel2022.fr/90_l_action_publique_cr_era_les_conditions_d_une_soci_t_inclusive_et_d_un_gal_acc_s_aux_droits_et_aux_institutions,14/02/2022,Société,""
Fabien Roussel,GPA et PMA,Familles,"",Assurer l’accès à l’adoption et à la procréation médicale assistée pour toutes,Fabien Roussel souhaite que l’accès à l’adoption et à la procréation médicale assistée (PMA) soit assuré pour toutes. Toute discrimination liée à l’orientation sexuelle ou à l’identité de genre sera sanctionnée par la loi.,pos.: 78 | détail:222,Programme,https://www.fabienroussel2022.fr/90_l_action_publique_cr_era_les_conditions_d_une_soci_t_inclusive_et_d_un_gal_acc_s_aux_droits_et_aux_institutions,14/02/2022,Société,""
Fabien Roussel,Droits des LGBT+,Discriminations,Protection sociale,Rembourser le parcours de transition des personnes trans,"M. Roussel veut accompagner le parcours de transition des personnes trans. Il souhaite le remboursement, dans tous ses aspects, de ces transitions. ",pos.: 56 | détail:148,Programme,https://www.fabienroussel2022.fr/92_il_sera_mis_fin_aux_mutilations_sur_les_personnes_intersexes_dont_la_reconnaissance_d_s_la_naissance_sera_permise,14/02/2022,Société,Social
Fabien Roussel,Contenu de l'enseignement scolaire,Système éducatif,"",Revenir à un baccalauréat commun,Le candidat communiste souhaite revenir à un baccalauréat commun « qui reposera de nouveau sur des épreuves nationales communes à tous les élèves ».,pos.: 32 | détail:148,Programme,https://www.fabienroussel2022.fr/ecole,14/02/2022,Education,""
Fabien Roussel,Déserts médicaux,Santé,"",Limiter le droit à l’installation dans les zones médicalement denses,"M. Roussel souhaite que, dans les zones médicalement denses, un médecin ne puisse s’installer que si un autre part à la retraite, par le biais d’un conventionnement sélectif à l’installation.sélectif à l’installation.",pos.: 68 | détail:217,Programme,https://www.fabienroussel2022.fr/la_sante_notre_bien_commun,14/02/2022,Société,""
Fabien Roussel,"",Santé,"",Interdire les dépassements d’honoraires,Le candidat communiste souhaite interdire les dépassements d’honoraires et négocier le retour à un secteur conventionnel unique.,pos.: 39 | détail:128,Programme,https://www.fabienroussel2022.fr/la_sante_notre_bien_commun,14/02/2022,Société,""
Fabien Roussel,Système de santé publique,Santé,"",Supprimer les agences régionales de santé,"Le candidat communiste souhaite remplacer les agences régionales de santé, « mises en place par les pouvoirs précédents pour asphyxier les hôpitaux », par des services régionaux démocratiques de l’Etat qui seront composés de trois collèges : usagers, professionnels et élus locaux.",pos.: 41 | détail:281,Programme,https://www.fabienroussel2022.fr/les_services_publics_sont_nous,14/02/2022,Société,""
Fabien Roussel,Grand âge et Ehpad,Protection sociale,"",Créer 300 000 emplois en Ehpad,"M. Roussel veut créer 300 000 emplois en Ehpad et 100 000 aides à domicile sur trois ans. Il souhaite que les Ehpad dépendant de groupes privés soient placés sous tutelle. Par ailleurs, son programme prévoit que les salaires des employés d’Ehpad soient revalorisés et qu’il y ait un professionnel par résident dans ces structures.",pos.: 30 | détail:330,Programme,https://www.fabienroussel2022.fr/la_sante_notre_bien_commun,14/02/2022,Social,""
Fabien Roussel,Transport ferroviaire,Transports,"",Relancer le fret ferroviaire et les petites lignes,"Le candidat veut engager un plan de reconquête industrielle du ferroviaire, adossé à un schéma national de desserte de marchandises par le rail. Le fret fluvial sera développé et les petites lignes SNCF seront rouvertes, promet encore le communiste.",pos.: 50 | détail:255,Programme,https://www.fabienroussel2022.fr/objectif_4,14/02/2022,Environnement,""
Fabien Roussel,Budget de la police et la gendarmerie,Police et gendarmerie,"",Recruter 30 000 policiers de proximité,"Le candidat communiste souhaite le recrutement de 30 000 policiers de proximité, sous statut de fonctionnaires, au service de la tranquillité publique, autant que de la lutte contre les violences sexistes ou sexuelles.",pos.: 38 | détail:220,Programme,https://www.fabienroussel2022.fr/droit_la_s_curit_fabien_roussel_d_fend_une_police_nationale_de_proximit,14/02/2022,Sécurité,""
Fabien Roussel,Accès à l'enseignement supérieur,Système éducatif,"",Supprimer Parcoursup,"M. Roussel veut supprimer Parcoursup. Le bac garantira une place dans une formation choisie dans l’enseignement supérieur, promet-il.",pos.: 20 | détail:135,Programme,https://www.fabienroussel2022.fr/pacte_pour_la_jeunesse,14/02/2022,Education,""
Fabien Roussel,Lutte contre la précarité étudiante,Système éducatif,"",Distribuer un revenu étudiant de 850 euros par mois,"Le candidat veut la création d'un revenu étudiant de 850 euros par mois qui a pour objectif de mettre fin au salariat étudiant, première cause d'échec à l'université.",pos.: 51 | détail:168,Programme,https://www.fabienroussel2022.fr/pacte_pour_la_jeunesse,14/02/2022,Education,""
Fabien Roussel,Précarité énergétique,Energie,Pouvoir d'achat,Baisser les taxes sur l'électricité et le gaz,"M. Roussel prône la réduction de la TVA sur la consommation d'électricité et de gaz à 5,5 . Il veut porter le chèque énergie à 700 euros minimum par an, avec interdiction des coupures d’énergie pour les personnes en état de précarité énergétique.",pos.: 45 | détail:249,Programme,https://www.fabienroussel2022.fr/pacte_pour_la_jeunesse,14/02/2022,Environnement,Social
Fabien Roussel,Revalorisation des métiers de la santé,Santé,"",Créer 100 000 emplois dans la santé,"M. Roussel veut créer 100 000 emplois dans tous les métiers : infirmiers, aides-soignants, auxiliaires de vie, aides à domicile. Aussi, il souhaite titulariser tous les contractuels.",pos.: 35 | détail:184,Programme,https://www.fabienroussel2022.fr/rassemblement_pour_nos_emplois_et_notre_pouvoir_d_achat,14/02/2022,Société,""
Fabien Roussel,Nombre de fonctionnaires,Fonction publique,Emploi,Créer 500 000 postes de fonctionnaire,M. Roussel souhaite créér 500 000 emplois dans la fonction publique et les services publics.,pos.: 37 | détail:92,Programme,https://www.fabienroussel2022.fr/rassemblement_pour_nos_emplois_et_notre_pouvoir_d_achat,14/02/2022,Economie,Economie
Fabien Roussel,Conditions d'aide aux entreprises,Entreprises et industrie,"","Appliquer un conditionnement des aides aux entreprises, avec des critères économiques, écologiques et sociaux","Le candidat communiste veut que les aides servent à l’emploi au lieu de soutenir le capital. Aussi, des critères économiques, sociaux et écologiques seront appliqués, et le respect des engagements pris sera vérifié.",pos.: 109 | détail:215,Programme,https://www.fabienroussel2022.fr/relever_l_enjeu_climatique,14/02/2022,Economie,""
Fabien Roussel,Baisse des émissions de CO2,Développement durable,"",Atteindre la neutralité carbone en 2050,"Le communiste veut élaborer un projet d'investissement pour atteindre la neutralité carbone à l’horizon 2050, avec une forte croissance de la production électrique, en investissant dans les énergies renouvelables (le solaire, l’éolien et surtout l’hydraulique) et dans l’électricité nucléaire avec la construction d'au moins six EPR.",pos.: 39 | détail:335,Programme,https://www.fabienroussel2022.fr/relever_l_enjeu_climatique,14/02/2022,Environnement,""
Fabien Roussel,Démocratie en entreprise,Entreprises et industrie,"",Permettre aux salariés de reprendre leur entreprise,"Le candidat prévoit un droit de préemption en cas de vente de l’entreprise, avec la possibilité, si les salariés le décident, de reprendre la maîtrise de leur outil de travail sous la forme de coopérative.",pos.: 51 | détail:205,Programme,https://www.fabienroussel2022.fr/tract_travail,14/02/2022,Economie,""
Fabien Roussel,"",Fonction publique,Pouvoir d'achat,Revaloriser le point d’indice,"Le candidat communiste réclame une revalorisation du point d’indice d’au moins 30 , pour rattraper un retard de onze ans de gel.",pos.: 29 | détail:131,Programme,https://www.fabienroussel2022.fr/tract_travail,14/02/2022,Economie,Social
Fabien Roussel,"",Système éducatif,"",Garantir l'accès à l'école dès 2 ans,M. Roussel exige de garantir un droit à la scolarité dès 2 ans.,pos.: 36 | détail:63,Programme,https://www.fabienroussel2022.fr/transformons_l_cole_et_relevons_le_d_fi_des_jours_heureux,14/02/2022,Education,""
Fabien Roussel,Allocation aux adultes handicapés,Handicap,Protection sociale,Déconjugaliser l’allocation pour adultes handicapés (AAH),"Le candidat communiste veut déconjugaliser l'allocation pour adultes handicapés (AAH). Le refus de la déconjugalisation de l'AAH est un véritable scandale. Elle est indispensable pour sortir de ces situations de dépendance, vécues majoritairement par les femmes en situation de handicap qui vivent en couple, écrivait Fabien Roussel dans un post sur Facebook en octobre 2021.",pos.: 57 | détail:377,Page Facebook,https://www.facebook.com/roussel2022/videos/le-refus-de-la-dC3A9conjugalisation-de-l-aah-est-un-vC3A9ritable-scandale-elle-est-ind/1526933257664215/,17/10/2021,Société,Social
Fabien Roussel,Nationalisation,Entreprises et industrie,"","Renationaliser la SNCF, EDF, Engie, La Poste et Orange","M. Roussel veut renationaliser la SNCF, EDF, Engie, La Poste et Orange. Les directives européennes de mise en concurrence des secteurs concernés seront remises en cause, précise le candidat.",pos.: 54 | détail:192,Franceinfo,https://www.francetvinfo.fr/monde/europe/union-europeenne/video-fabien-roussel-veut-financer-la-nationalisation-d-entreprises-notamment-edf-par-l-argent-de-la-bce_4930059.html,26/01/2022,Economie,""
Fabien Roussel,Minima sociaux,Protection sociale,"",Ouvrir le RSA aux moins de 25 ans,"M. Roussel veut ouvrir le revenu de solidarité active aux moins de 25 ans, pour répondre à l’urgence immédiate, le temps de créer ces filières, de réindustrialiser, d’ouvrir ces prérecrutements. Mon ambition pour le pays, ce n’est pas de proposer le RSA comme horizon aux jeunes, tempère-t-il pour autant.",pos.: 33 | détail:309,L'Humanité,https://www.humanite.fr/fabien-roussel-je-veux-un-emploi-garanti-pour-chaque-jeune-718864,02/09/2021,Social,""
Fabien Roussel,Revalorisation du métier d'enseignant,Système éducatif,"",Augmenter les salaires de 30 ,"Le candidat communiste souhaite augmenter de 30 le salaire des enseignants, dégeler le point d’indice, comme pour tous les fonctionnaires.",pos.: 30 | détail:140,Le Monde,https://www.lemonde.fr/education/article/2021/09/28/fabien-roussel-pour-les-32-heures-a-l-ecole_6096244_1473685.html,28/09/2021,Education,""
Fabien Roussel,Evolution du smic,Pouvoir d'achat,"",Hausse à 1 500 euros net,Le candidat communiste souhaite une augmentation du smic et des pensions de retraite à 1 500 euros net. Il veut aussi imposer par la loi que toutes les branches professionnelles adoptent le smic comme salaire minimum.,pos.: 24 | détail:219,Le Monde,https://www.lemonde.fr/politique/article/2021/11/22/election-presidentielle-2022-a-stalingrad-fabien-roussel-lance-sa-campagne-sur-la-valeur-travail_6103090_823448.html,22/11/2021,Social,""
Fabien Roussel,Choix face au nucléaire,Energie,"",Relancer le projet Astrid visant à fabriquer un réacteur nucléaire de quatrième génération,"Le député communiste estime que le nucléaire est indispensable et souhaite un mix énergétique énergies renouvelables-énergie nucléaire, les deux devant augmenter. ",pos.: 90 | détail:165,Les Echos,https://www.lesechos.fr/politique-societe/politique/securite-nucleaire-le-candidat-du-pcf-affiche-son-originalite-a-gauche-1360051,01/11/2021,Environnement,""
Fabien Roussel,"",Système éducatif,"",Construire quatre nouvelles universités et recruter davantage,M. Roussel promet la construction de quatre nouvelles universités dans les cinq prochaines années et un plan de recrutement de 10 000 enseignants-chercheurs.,pos.: 61 | détail:159,Programme,https://www.fabienroussel2022.fr/34_un_enseignement_sup_rieur_public_digne_de_ce_nom_sera_reconstruit_en_france,14/02/2022,Education,""
Fabien Roussel,Accueil des migrants,Asile et immigration,"",Fermer les centres de rétention administrative,Fabien Roussel aspire à renforcer la politique d’accueil des réfugiés. Il compte aussi fermer les centres de rétention administrative.,pos.: 46 | détail:136,Programme,https://www.fabienroussel2022.fr/143_l_institution_carc_rale_fera_l_objet_d_un_effort_particulier_afin_d_en_renforcer_les_moyens_et_de_la_rendre_plus_humaine,14/02/2022,Société,""
