candidat,exergue,thematique_1,thematique_2,position,detail,signes,nom_source,lien_source,date_source,theme_1,theme_2
Anne Hidalgo,Rôle du Parlement,Vie démocratique,"",Accentuer le rôle du Parlement et des oppositions,"La candidate veut que le Parlement « joue pleinement son rôle de législateur », et que ses pouvoirs de contrôle et d’évaluation du gouvernement soient « accrus ». Elle souhaite aussi que le recours aux ordonnances soit « strictement » limité, et que le gouvernement ne puisse plus engager sa responsabilité pour forcer l’adoption d’un texte. Aussi, elle plaide pour que les commissions d’enquête aient plus de pouvoirs. ",pos.: 49 | détail:420,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Politique,""
Anne Hidalgo,Services publics de proximité,Collectivités,"",Instaurer un « permis de faire » pour les collectivités ,"L'édile socialiste veut restaurer l’autonomie financière des collectivités territoriales, avec la mise en place d'un « permis de faire » permettant aux collectivités d’expérimenter des dérogations aux règles nationales. Elle souhaite aussi garantir le service public dans chaque commune, comme la mise en place de bus du service public itinérants créés dans toutes les intercommunalités.",pos.: 56 | détail:387,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Politique,""
Anne Hidalgo,Système de santé publique,Outre-mer,Santé,Prendre en charge les frais pour les victimes du chlordécone,"Pour la candidate, les scandales sanitaires comme celui du chlordécone en Martinique ou les sargasses dans les Caraïbes feront l’objet de mesures d’urgence dès 2022. Elle souhaite aussi que les frais médicaux des personnes confrontées aux conséquences de l’exposition au chlordécone soient intégralement pris en charge par la Sécurité sociale.",pos.: 60 | détail:343,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,Société
Anne Hidalgo,"",Outre-mer,Médias,Recréer une chaine de télévision dédiée à l'outre-mer,La candidate socialiste ambitionne de recréer au sein du service public une chaîne dédiée à l’outre-mer. Elle veut également intégrer dans le cahier des charges de Radio France et France Télévisions des obligations de traitement d’actualités des outre-mer à des horaires d’écoute standards.,pos.: 53 | détail:290,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,Culture
Anne Hidalgo,Outre-mer,Outre-mer,Services publics,Rattraper les défaillances des services publics,"Pour parer aux « problèmes concrets » de la vie des habitants ultramarins, Anne Hidalgo veut aussi mettre en place un « plan de rattrapage » contre les « défaillances » des services publics, et compte aussi investir dans les infrastructures. La maire de Paris souhaite aussi la création d'une « agence du retour » pour permettre aux jeunes ultramarins de revenir chez eux avec des perspectives d’emplois. ",pos.: 47 | détail:405,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,Social
Anne Hidalgo,"",Outre-mer,Pouvoir d'achat,Réduire la fiscalité sur certains produits essentiels en outre-mer,"Elle ambitionne de soutenir la lutte contre la vie chère, en incluant une « réduction de l’octroi de mer » sur certains produits essentiels, et en impulsant une action renforcée de l’Autorité de la concurrence. renforcée de l’Autorité de la concurrence. ",pos.: 66 | détail:254,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,Social
Anne Hidalgo,Promotion de la culture,Arts,Vie culturelle et associative,Réserver 10 des programmations à la nouvelle création ,"Elle souhaite demander à l’ensemble des institutions financées majoritairement par l’argent public de réserver 10 de leur programmation à la nouvelle création, quel qu’en soit le domaine. Une mesure qui permettrait, selon la candidate, aux jeunes artistes de rencontrer leur public.",pos.: 56 | détail:284,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Culture,Culture
Anne Hidalgo,"",Arts,Soutien public à la culture,Agir pour une « juste » rémunération des artistes,"Anne Hidalgo souhaite agir pour une « juste » rémunération des auteurs, des artistes, des interprètes, des écrivains, des producteurs et diffuseurs. ",pos.: 49 | détail:149,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Culture,Culture
Anne Hidalgo,"",Patrimoine,"",Déployer une politique « ambitieuse » pour le patrimoine,La candidate veut déployer politique « ambitieuse » de préservation et de valorisation du patrimoine.,pos.: 56 | détail:101,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Culture,""
Anne Hidalgo,Pluralité des médias,Médias,"",Légiférer contre la concentration des médias,"La maire de Paris souhaite limiter « par la loi » la concentration des médias, et inciter l'Autorité de la concurrence et l'Autorité de régulation de la communication audiovisuelle et numérique (Arcom, ex-CSA) à agir. Elle veut aussi réformer la loi de 1986 sur la liberté de communication pour protéger l'indépendance des médias face aux géants de l’internet. ",pos.: 44 | détail:361,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Culture,""
Anne Hidalgo,Audiovisuel public,Médias,"",Renforcer le service pubic de l'audiovisuel,"La candidate socialiste veut conforter la contribution à l'audiovisuel public (CAP) qui sera « juste et universelle » pour garantir l'indépendance budgétaire des chaînes publiques de radio et de télévision, ainsi que la pérennité du financement de la création cinématographique et audiovisuelle. ",pos.: 43 | détail:296,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Culture,""
Anne Hidalgo,Contenu de l'enseignement scolaire,Système éducatif,Ecole et petite enfance,Lancer des états généraux de la pédagogie,"Afin d'ouvrir les écoles à de nouvelles pédagogies « plus inclusives et collaboratives », Mme Hidalgo souhaite organiser en 2022 des états généraux de la pédagogie.",pos.: 41 | détail:165,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Education,Education
Anne Hidalgo,"",Système éducatif,"",Adopter un « plan mixité » dans chaque département,La maire de Paris souhaite faire adopter dans chaque département un « plan mixité » pour mettre fin aux « collèges-ghettos ». Les autorités locales auront la responsabilité de définir les mesures telles que la modification de la carte scolaire. L’enseignement privé sous contrat sera associé à ce plan.,pos.: 50 | détail:302,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Education,""
Anne Hidalgo,Lutte contre le harcèlement scolaire ,Système éducatif,Ecole et petite enfance,Faire du harcèlement scolaire un sujet de « mobilisation »,"Pour lutter contre le harcèlement scolaire, la candidate du PS entend en faire un sujet « de grande mobilisation » pendant le quinquennat, via la formation des personnels, et la mise en place de référents dans chaque établissement. Tout cas de harcèlement à l'école ou en ligne devra donner lieu à une « réponse de l’institution », souhaite Anne Hidalgo.",pos.: 58 | détail:354,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Education,Education
Anne Hidalgo,Accès à l'enseignement supérieur,Formation et apprentissage,"",Supprimer Parcoursup,"La maire de Paris veut supprimer Parcoursup au profit de règles « justes et humaines », et entend créer des places sur les formations les plus demandées. Elle veut aussi renforcer le service public de l'orientation et l'accompagnement des élèves du secondaire. De plus, la candidate entend mettre en place un « plan de rattrapage » pour rétablir dans les universités des conditions d’accueil et d’enseignement de qualité, et veut également généraliser l'alternance à l’ensemble des formations. ",pos.: 20 | détail:494,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Education,""
Anne Hidalgo,"",Arts,Ecole et petite enfance,Créer un « Erasmus culturel »,"Elle souhaite donner un accès plus grand à la culture dans les écoles, en ambitionnant d'accueillir 10 000 artistes dès l’année 2023 dans le cadre du renforcement de l’éducation artistique et culturelle (EAC). La candidate de gauche mise aussi sur la création d'un « Erasmus culturel » permettant une plus grande circulation des jeunes artistes et étudiants en art en Europe. ",pos.: 29 | détail:376,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Culture,Education
Anne Hidalgo,Age de la retraite,Retraites,"",Plafonner à 62 ans l'âge de départ à la retraite,"La maire de Paris ne désire pas modifier l'âge légal de départ, plafonné actuellement à 62 ans. Elle souhaite toutefois revaloriser les petites retraites en portant le minimum vieillesse à 1 000 euros, et le minimum contributif à 1 200 euros. Elle souhaite également rétablir, en plus des six critères de pénibilité existants, les quatre supprimés par le gouvernement Macron.",pos.: 48 | détail:375,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Social,""
Anne Hidalgo,Financement de l'hôpital public,Santé,"",Tourner la page de « l’hôpital-entreprise »,"Mme Hidalgo promet de tourner la page de « l’hôpital-entreprise ». Elle compte remplacer l’Objectif national de dépenses d’assurance-maladie (Ondam), aujourd’hui critère de « limitation des dépenses », par Un Objectif national de santé publique (ONSP) débattu annuellement au Parlement. Elle veut aussi sortir partiellement du système de tarification à l’acte, et veut le remplacer, sur une partie des soins, par une « dotation d’Etat qui tienne compte des besoins locaux de santé publique ».",pos.: 43 | détail:492,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,""
Anne Hidalgo,Déserts médicaux,Santé,Formation et apprentissage,Créer un statut de « médecin assistant »,"Pour pallier la désertification médicale de certains territoires ruraux, l'élue socialiste souhaite créer un statut de « médecin assistant » assurant aux internes en dernière année déployés dans des « territoires en tension » une rémunération équivalente au double d’aujourd’hui, « soit environ 3 500 euros par mois ». Elle veut également accroître les capacités d’accueil des facultés de médecine pour former jusqu’à 15 000 nouveaux médecins par an. ",pos.: 40 | détail:451,Programme,"https://www.2022avechidalgo.fr/notre_programme 
https://www.lemonde.fr/politique/article/2022/01/10/des-infirmieres-et-des-medecins-plus-nombreux-et-mieux-formes-modification-de-la-tarification-a-l-acte-anne-hidalgo-devoile-ses-propositions-sur-la-sante_6108903_823448.html ","",Société,Education
Anne Hidalgo,"",Santé,"",Lancer un plan de prévention pour les maladies chroniques,"En matière de santé publique, la candidate souhaite renforcer les moyens de Santé publique France et les associer davantage aux collectivités territoriales. Elle souhaite aussi mettre en œuvre un grand plan de prévention et de prise en charge des maladies chroniques (cancers, diabète, maladies cardiovasculaires, etc.). ",pos.: 57 | détail:321,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,""
Anne Hidalgo,Prise en compte de la santé mentale,Santé,Vie au travail,Reconnaître le burn-out comme maladie professionnelle,"La santé mentale sera une « grande cause » du quinquennat de la candidate, avec la reconnaissance du burn-out comme maladie professionnelle. Aussi, souhaite-t-elle, les comités d'hygiène, de sécurité et des conditions de travail (CHSCT) seront rétablis dans toutes les entreprises de plus de 50 salariés pour « porter » les questions de santé au travail avec la médecine du travail. ",pos.: 53 | détail:383,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,Social
Anne Hidalgo,Grand âge et Ehpad,Grand âge,"",Créer un service public pour la perte d’autonomie,"La maire de Paris souhaite que toutes les politiques publiques intègrent une dimension « bien vieillir » et prévention de la perte d’autonomie. Elle veut également créer un service public d’accompagnement de la perte d’autonomie, pour conseiller les familles dans chaque territoire. Aussi, l'élue de gauche entend lancer un plan de recrutement pour les métiers du grand âge. ",pos.: 49 | détail:375,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Social,""
Anne Hidalgo,Inclusion des personnes handicapées,Handicap,"",Doter les aidants d'élèves handicapés d'un statut pérenne,La candidate de gauche veut doter les accompagnants des élèves en situation de handicap (AESH) d’un statut pérenne qui les « sorte de la précarité ». Elle vise aussi à mieux former les personnes de l'éducation nationale autour du projet « d’école inclusive ».,pos.: 57 | détail:259,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,""
Anne Hidalgo,Allocation aux adultes handicapés,Handicap,Protection sociale,Individualiser l'allocation aux adultes handicapés,Elle souhaite mener « à son terme » l’individualisation de l’allocation aux adultes handicapés.,pos.: 50 | détail:95,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,Social
Anne Hidalgo,Légalisation du cannabis,Drogues,Santé,Instaurer une « conférence de consensus » sur le cannabis,"La maire de Paris souhaite organiser une « conférence de consensus » dans le pays avec l’appui des maires, afin d'examiner « sans tabou » la question d’une légalisation menée sous le contrôle et « l’encadrement strict » de l’État. ",pos.: 57 | détail:231,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,Société
Anne Hidalgo,Politique de la petite enfance,Familles,Prestations sociales,Attribuer l'allocation de rentrée scolaire dès la maternelle,"La candidate veut avancer l'attribution de l’allocation de rentrée scolaire dès l’entrée en maternelle. Elle souhaite aussi augmenter les places en crèche de 470 000 à 600 000 en dix ans, et veut garantir dès le premier anniversaire de l'enfant une place en accueil collectif, ou à défaut une aide financière.

",pos.: 60 | détail:311,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Société,Social
Anne Hidalgo,Logements sociaux,Logement,Prestations sociales,Construire 15 000 logements sociaux par an,"L'élue socialiste souhaite relancer la construction de logements sociaux à hauteur de 15 000 logements par an, dont un tiers « très sociaux ». La maire de Paris souhaite aussi que seulement un tiers du revenu soit dépensé pour se loger : elle plaide ainsi pour la création d'une nouvelle allocation logement complémentaire sous conditions de ressources.",pos.: 42 | détail:353,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Social,Social
Anne Hidalgo,Insertion des jeunes,Précarité,Prestations sociales,Doter les jeunes d'un capital de 5 000 euros,La candidate socialiste veut attribuer une dotation en capital de 5 000 euros à chaque jeune à l’âge de 18 ans pour lui permettre de financer des projets professionnels et personnels. Elle veut créer un « minimum jeunesse » ouvert aux plus de 18 ans sous conditions de ressources : un droit qui sera assorti d’un accompagnement « garanti » vers l’emploi.,pos.: 44 | détail:354,Programme,https://www.2022avechidalgo.fr/notre_programme,"",Economie,Social
